#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10638853, SEN S/N: 10638853)","Intensity, Lux (LGR S/N: 10638853, SEN S/N: 10638853)","Coupler Attached (LGR S/N: 10638853, SEN S/N: 10638853)","Host Connected (LGR S/N: 10638853, SEN S/N: 10638853)","Stopped (LGR S/N: 10638853, SEN S/N: 10638853)","End Of File (LGR S/N: 10638853, SEN S/N: 10638853)"
1742,8/21/2016 5:00,16.141,0,,,,
1743,8/21/2016 6:00,16.808,936.5,,,,
1744,8/21/2016 7:00,23.1,37200.2,,,,
1745,8/21/2016 8:00,26.781,66133.8,,,,
1746,8/21/2016 9:00,26.195,26178,,,,
1747,8/21/2016 10:00,26.683,26178,,,,
1748,8/21/2016 11:00,30.356,28933.5,,,,
1749,8/21/2016 12:00,30.154,28933.5,,,,
1750,8/21/2016 13:00,31.574,30311.3,,,,
1751,8/21/2016 14:00,31.88,31689.1,,,,
1752,8/21/2016 15:00,32.497,19289,,,,
1753,8/21/2016 16:00,34.691,28933.5,,,,
1754,8/21/2016 17:00,35.009,23422.4,,,,
1755,8/21/2016 18:00,32.497,16533.4,,,,
1756,8/21/2016 19:00,22.717,2325,,,,
1757,8/21/2016 20:00,20.71,0,,,,
1758,8/21/2016 21:00,20.901,0,,,,
1759,8/21/2016 22:00,21.664,0,,,,
1760,8/21/2016 23:00,22.046,0,,,,
1761,8/22/2016 0:00,22.621,0,,,,
1762,8/22/2016 1:00,22.429,0,,,,
1763,8/22/2016 2:00,22.525,0,,,,
1764,8/22/2016 3:00,23.1,0,,,,
1765,8/22/2016 4:00,22.812,0,,,,
1766,8/22/2016 5:00,22.908,0,,,,
1767,8/22/2016 6:00,21.855,21.5,,,,
1768,8/22/2016 7:00,21.282,559.7,,,,
1769,8/22/2016 8:00,22.142,5511.1,,,,
1770,8/22/2016 9:00,22.046,15155.7,,,,
1771,8/22/2016 10:00,26,26178,,,,
1772,8/22/2016 11:00,27.961,28933.5,,,,
1773,8/22/2016 12:00,29.652,28933.5,,,,
1774,8/22/2016 13:00,30.659,30311.3,,,,
1775,8/22/2016 14:00,30.558,30311.3,,,,
1776,8/22/2016 15:00,32.6,30311.3,,,,
1777,8/22/2016 16:00,36.946,28933.5,,,,
1778,8/22/2016 17:00,36.295,24800.2,,,,
1779,8/22/2016 18:00,32.497,17222.3,,,,
1780,8/22/2016 19:00,23.581,2325,,,,
1781,8/22/2016 20:00,21.855,0,,,,
1782,8/22/2016 21:00,21.282,0,,,,
1783,8/22/2016 22:00,20.71,0,,,,
1784,8/22/2016 23:00,20.615,0,,,,
1785,8/23/2016 0:00,20.043,0,,,,
1786,8/23/2016 1:00,19.758,0,,,,
1787,8/23/2016 2:00,19.282,0,,,,
1788,8/23/2016 3:00,18.901,0,,,,
1789,8/23/2016 4:00,18.711,0,,,,
1790,8/23/2016 5:00,18.711,0,,,,
1791,8/23/2016 6:00,18.616,742.7,,,,
1792,8/23/2016 7:00,23.677,42711.4,,,,
1793,8/23/2016 8:00,27.173,71644.9,,,,
1794,8/23/2016 9:00,25.902,28933.5,,,,
1795,8/23/2016 10:00,25.61,24800.2,,,,
1796,8/23/2016 11:00,27.272,27555.7,,,,
1797,8/23/2016 12:00,28.555,28933.5,,,,
1798,8/23/2016 13:00,28.754,30311.3,,,,
1799,8/23/2016 14:00,27.862,30311.3,,,,
1800,8/23/2016 15:00,28.953,30311.3,,,,
1801,8/23/2016 16:00,31.574,28933.5,,,,
1802,8/23/2016 17:00,31.472,24800.2,,,,
1803,8/23/2016 18:00,29.452,17222.3,,,,
1804,8/23/2016 19:00,19.948,2066.7,,,,
1805,8/23/2016 20:00,18.521,0,,,,
1806,8/23/2016 21:00,17.475,0,,,,
1807,8/23/2016 22:00,17.189,0,,,,
1808,8/23/2016 23:00,16.808,0,,,,
1809,8/24/2016 0:00,16.427,0,,,,
1810,8/24/2016 1:00,16.618,0,,,,
1811,8/24/2016 2:00,18.331,0,,,,
1812,8/24/2016 3:00,17.284,0,,,,
1813,8/24/2016 4:00,16.713,0,,,,
1814,8/24/2016 5:00,16.713,0,,,,
1815,8/24/2016 6:00,16.999,731.9,,,,
1816,8/24/2016 7:00,24.158,38578,,,,
1817,8/24/2016 8:00,28.06,68889.3,,,,
1818,8/24/2016 9:00,27.075,28933.5,,,,
1819,8/24/2016 10:00,27.567,27555.7,,,,
1820,8/24/2016 11:00,28.357,30311.3,,,,
1821,8/24/2016 12:00,28.655,33066.9,,,,
1822,8/24/2016 13:00,29.452,35822.5,,,,
1823,8/24/2016 14:00,29.152,33066.9,,,,
1824,8/24/2016 15:00,31.268,31689.1,,,,
1825,8/24/2016 16:00,32.704,30311.3,,,,
1826,8/24/2016 17:00,31.778,23422.4,,,,
1827,8/24/2016 18:00,29.352,15844.5,,,,
1828,8/24/2016 19:00,22.046,2497.2,,,,
1829,8/24/2016 20:00,20.519,0,,,,
1830,8/24/2016 21:00,20.424,0,,,,
1831,8/24/2016 22:00,20.424,0,,,,
1832,8/24/2016 23:00,20.234,0,,,,
1833,8/25/2016 0:00,19.853,0,,,,
1834,8/25/2016 1:00,19.853,0,,,,
1835,8/25/2016 2:00,19.662,0,,,,
1836,8/25/2016 3:00,19.853,0,,,,
1837,8/25/2016 4:00,19.758,0,,,,
1838,8/25/2016 5:00,19.853,0,,,,
1839,8/25/2016 6:00,19.853,355.2,,,,
1840,8/25/2016 7:00,22.525,27555.7,,,,
1841,8/25/2016 8:00,26.977,66133.8,,,,
1842,8/25/2016 9:00,26.585,31689.1,,,,
1843,8/25/2016 10:00,27.37,33066.9,,,,
1844,8/25/2016 11:00,28.159,30311.3,,,,
1845,8/25/2016 12:00,28.555,30311.3,,,,
1846,8/25/2016 13:00,29.252,34444.7,,,,
1847,8/25/2016 14:00,28.655,34444.7,,,,
1848,8/25/2016 15:00,30.963,34444.7,,,,
1849,8/25/2016 16:00,26.488,17222.3,,,,
1850,8/25/2016 17:00,33.222,31689.1,,,,
1851,8/25/2016 18:00,30.76,18600.1,,,,
1852,8/25/2016 19:00,21.855,2152.8,,,,
1853,8/25/2016 20:00,20.996,0,,,,
1854,8/25/2016 21:00,20.901,0,,,,
1855,8/25/2016 22:00,20.996,0,,,,
1856,8/25/2016 23:00,20.901,0,,,,
1857,8/26/2016 0:00,20.901,0,,,,
1858,8/26/2016 1:00,21.091,0,,,,
1859,8/26/2016 2:00,21.378,0,,,,
1860,8/26/2016 3:00,21.855,0,,,,
1861,8/26/2016 4:00,21.951,0,,,,
1862,8/26/2016 5:00,21.855,0,,,,
1863,8/26/2016 6:00,21.855,172.2,,,,
1864,8/26/2016 7:00,23.1,5338.9,,,,
1865,8/26/2016 8:00,26.195,37200.2,,,,
1866,8/26/2016 9:00,28.953,34444.7,,,,
1867,8/26/2016 10:00,29.752,31689.1,,,,
1868,8/26/2016 11:00,28.953,31689.1,,,,
1869,8/26/2016 12:00,29.953,38578,,,,
1870,8/26/2016 13:00,31.574,44089.2,,,,
1871,8/26/2016 14:00,31.166,35822.5,,,,
1872,8/26/2016 15:00,27.862,17222.3,,,,
1873,8/26/2016 16:00,27.468,15155.7,,,,
1874,8/26/2016 17:00,30.255,22044.6,,,,
1875,8/26/2016 18:00,26.39,8611.2,,,,
1876,8/26/2016 19:00,23.966,570.5,,,,
1877,8/26/2016 20:00,23.388,0,,,,
1878,8/26/2016 21:00,23.004,0,,,,
1879,8/26/2016 22:00,22.812,0,,,,
1880,8/26/2016 23:00,22.333,0,,,,
1881,8/27/2016 0:00,21.473,0,,,,
1882,8/27/2016 1:00,21.187,0,,,,
1883,8/27/2016 2:00,19.567,0,,,,
1884,8/27/2016 3:00,22.621,0,,,,
1885,8/27/2016 4:00,22.238,0,,,,
1886,8/27/2016 5:00,22.333,0,,,,
1887,8/27/2016 6:00,22.525,333.7,,,,
1888,8/27/2016 7:00,26.39,37200.2,,,,
1889,8/27/2016 8:00,29.953,68889.3,,,,
1890,8/27/2016 9:00,28.357,26178,,,,
1891,8/27/2016 10:00,28.953,26178,,,,
1892,8/27/2016 11:00,29.452,28933.5,,,,
1893,8/27/2016 12:00,29.853,30311.3,,,,
1894,8/27/2016 13:00,29.252,30311.3,,,,
1895,8/27/2016 14:00,30.558,28933.5,,,,
1896,8/27/2016 15:00,33.639,30311.3,,,,
1897,8/27/2016 16:00,35.328,28933.5,,,,
1898,8/27/2016 17:00,35.542,23422.4,,,,
1899,8/27/2016 18:00,32.086,15844.5,,,,
1900,8/27/2016 19:00,21.282,2152.8,,,,
1901,8/27/2016 20:00,17.95,0,,,,
1902,8/27/2016 21:00,16.141,0,,,,
1903,8/27/2016 22:00,16.237,0,,,,
1904,8/27/2016 23:00,15.569,0,,,,
1905,8/28/2016 0:00,13.75,0,,,,
1906,8/28/2016 1:00,11.625,0,,,,
1907,8/28/2016 2:00,11.236,0,,,,
1908,8/28/2016 3:00,11.041,0,,,,
1909,8/28/2016 4:00,10.063,0,,,,
1910,8/28/2016 5:00,9.965,0,,,,
1911,8/28/2016 6:00,9.768,495.1,,,,
1912,8/28/2016 7:00,20.901,38578,,,,
1913,8/28/2016 8:00,29.352,71644.9,,,,
1914,8/28/2016 9:00,27.862,27555.7,,,,
1915,8/28/2016 10:00,27.37,24800.2,,,,
1916,8/28/2016 11:00,28.06,27555.7,,,,
1917,8/28/2016 12:00,28.555,28933.5,,,,
1918,8/28/2016 13:00,29.252,30311.3,,,,
1919,8/28/2016 14:00,29.352,28933.5,,,,
1920,8/28/2016 15:00,31.778,30311.3,,,,
1921,8/28/2016 16:00,35.864,28933.5,,,,
1922,8/28/2016 17:00,33.535,22044.6,,,,
1923,8/28/2016 18:00,29.652,15155.7,,,,
1924,8/28/2016 19:00,20.138,1722.2,,,,
1925,8/28/2016 20:00,18.236,0,,,,
1926,8/28/2016 21:00,18.14,0,,,,
1927,8/28/2016 22:00,18.236,0,,,,
1928,8/28/2016 23:00,18.901,0,,,,
1929,8/29/2016 0:00,19.187,0,,,,
1930,8/29/2016 1:00,19.567,0,,,,
1931,8/29/2016 2:00,19.472,0,,,,
1932,8/29/2016 3:00,19.853,0,,,,
1933,8/29/2016 4:00,19.948,0,,,,
1934,8/29/2016 5:00,19.662,0,,,,
1935,8/29/2016 6:00,18.901,279.9,,,,
1936,8/29/2016 7:00,23.196,28933.5,,,,
1937,8/29/2016 8:00,26.781,57867,,,,
1938,8/29/2016 9:00,27.272,33066.9,,,,
1939,8/29/2016 10:00,28.258,31689.1,,,,
1940,8/29/2016 11:00,29.552,34444.7,,,,
1941,8/29/2016 12:00,28.555,37200.2,,,,
1942,8/29/2016 13:00,28.06,23422.4,,,,
1943,8/29/2016 14:00,30.356,34444.7,,,,
1944,8/29/2016 15:00,32.6,30311.3,,,,
1945,8/29/2016 16:00,34.691,28933.5,,,,
1946,8/29/2016 17:00,36.728,22044.6,,,,
1947,8/29/2016 18:00,33.014,15155.7,,,,
1948,8/29/2016 19:00,23.581,1636.1,,,,
1949,8/29/2016 20:00,22.429,0,,,,
1950,8/29/2016 21:00,21.473,0,,,,
1951,8/29/2016 22:00,20.519,0,,,,
1952,8/29/2016 23:00,20.805,0,,,,
1953,8/30/2016 0:00,20.71,0,,,,
1954,8/30/2016 1:00,20.519,0,,,,
1955,8/30/2016 2:00,20.424,0,,,,
1956,8/30/2016 3:00,20.043,0,,,,
1957,8/30/2016 4:00,20.043,0,,,,
1958,8/30/2016 5:00,19.662,0,,,,
1959,8/30/2016 6:00,19.377,430.6,,,,
1960,8/30/2016 7:00,24.738,42711.4,,,,
1961,8/30/2016 8:00,30.255,74400.5,,,,
1962,8/30/2016 9:00,27.37,14466.8,,,,
1963,8/30/2016 10:00,25.513,12400.1,,,,
1964,8/30/2016 11:00,23.1,13089,,,,
1965,8/30/2016 12:00,27.468,28933.5,,,,
1966,8/30/2016 13:00,27.862,30311.3,,,,
1967,8/30/2016 14:00,28.456,33066.9,,,,
1968,8/30/2016 15:00,31.37,31689.1,,,,
1969,8/30/2016 16:00,32.807,28933.5,,,,
1970,8/30/2016 17:00,32.291,22044.6,,,,
1971,8/30/2016 18:00,30.054,17911.2,,,,
1972,8/30/2016 19:00,19.853,1636.1,,,,
1973,8/30/2016 20:00,18.711,0,,,,
1974,8/30/2016 21:00,18.616,0,,,,
1975,8/30/2016 22:00,18.616,0,,,,
1976,8/30/2016 23:00,19.092,0,,,,
1977,8/31/2016 0:00,19.092,0,,,,
1978,8/31/2016 1:00,18.331,0,,,,
1979,8/31/2016 2:00,18.521,0,,,,
1980,8/31/2016 3:00,18.521,0,,,,
1981,8/31/2016 4:00,18.806,0,,,,
1982,8/31/2016 5:00,18.331,0,,,,
1983,8/31/2016 6:00,18.901,570.5,,,,
1984,8/31/2016 7:00,20.519,3100,,,,
1985,8/31/2016 8:00,23.484,14466.8,,,,
1986,8/31/2016 9:00,26,34444.7,,,,
1987,8/31/2016 10:00,26.977,22044.6,,,,
1988,8/31/2016 11:00,28.456,26178,,,,
1989,8/31/2016 12:00,28.456,38578,,,,
1990,8/31/2016 13:00,27.764,24800.2,,,,
1991,8/31/2016 14:00,28.754,30311.3,,,,
1992,8/31/2016 15:00,30.76,26178,,,,
1993,8/31/2016 16:00,27.862,15844.5,,,,
1994,8/31/2016 17:00,27.468,12400.1,,,,
1995,8/31/2016 18:00,23.1,4994.5,,,,
1996,8/31/2016 19:00,21.951,914.9,,,,
1997,8/31/2016 20:00,21.378,0,,,,
1998,8/31/2016 21:00,21.569,0,,,,
1999,8/31/2016 22:00,21.473,0,,,,
2000,8/31/2016 23:00,21.187,0,,,,
2001,9/1/2016 0:00,20.901,0,,,,
2002,9/1/2016 1:00,21.091,0,,,,
2003,9/1/2016 2:00,21.091,0,,,,
2004,9/1/2016 3:00,20.996,0,,,,
2005,9/1/2016 4:00,21.091,0,,,,
2006,9/1/2016 5:00,21.091,0,,,,
2007,9/1/2016 6:00,20.996,21.5,,,,
2008,9/1/2016 7:00,21.569,1216.3,,,,
2009,9/1/2016 8:00,22.621,4477.8,,,,
2010,9/1/2016 9:00,23.196,7577.8,,,,
2011,9/1/2016 10:00,24.255,13089,,,,
2012,9/1/2016 11:00,27.173,22044.6,,,,
2013,9/1/2016 12:00,25.708,15155.7,,,,
2014,9/1/2016 13:00,25.416,14466.8,,,,
2015,9/1/2016 14:00,26.195,14466.8,,,,
2016,9/1/2016 15:00,24.351,8611.2,,,,
2017,9/1/2016 16:00,22.238,4650,,,,
2018,9/1/2016 17:00,21.664,4650,,,,
2019,9/1/2016 18:00,21.664,2238.9,,,,
2020,9/1/2016 19:00,20.234,333.7,,,,
2021,9/1/2016 20:00,19.377,0,,,,
2022,9/1/2016 21:00,19.092,0,,,,
2023,9/1/2016 22:00,19.092,0,,,,
2024,9/1/2016 23:00,19.187,0,,,,
2025,9/2/2016 0:00,19.092,0,,,,
2026,9/2/2016 1:00,18.616,0,,,,
2027,9/2/2016 2:00,20.138,0,,,,
2028,9/2/2016 3:00,20.71,0,,,,
2029,9/2/2016 4:00,21.091,0,,,,
2030,9/2/2016 5:00,20.424,0,,,,
2031,9/2/2016 6:00,19.758,204.5,,,,
2032,9/2/2016 7:00,23.004,39955.8,,,,
2033,9/2/2016 8:00,26,74400.5,,,,
2034,9/2/2016 9:00,25.513,28933.5,,,,
2035,9/2/2016 10:00,26.097,35822.5,,,,
2036,9/2/2016 11:00,26.195,34444.7,,,,
2037,9/2/2016 12:00,28.159,33066.9,,,,
2038,9/2/2016 13:00,27.173,33066.9,,,,
2039,9/2/2016 14:00,27.764,34444.7,,,,
2040,9/2/2016 15:00,29.552,31689.1,,,,
2041,9/2/2016 16:00,28.754,27555.7,,,,
2042,9/2/2016 17:00,30.659,26178,,,,
2043,9/2/2016 18:00,27.173,17911.2,,,,
2044,9/2/2016 19:00,18.521,850.4,,,,
2045,9/2/2016 20:00,17.95,0,,,,
2046,9/2/2016 21:00,17.379,0,,,,
2047,9/2/2016 22:00,15.282,0,,,,
2048,9/2/2016 23:00,14.421,0,,,,
2049,9/3/2016 0:00,13.173,0,,,,
2050,9/3/2016 1:00,11.334,0,,,,
2051,9/3/2016 2:00,11.625,0,,,,
2052,9/3/2016 3:00,10.357,0,,,,
2053,9/3/2016 4:00,9.768,0,,,,
2054,9/3/2016 5:00,9.571,0,,,,
2055,9/3/2016 6:00,11.819,409,,,,
2056,9/3/2016 7:00,16.903,9300.1,,,,
2057,9/3/2016 8:00,22.046,31689.1,,,,
2058,9/3/2016 9:00,24.641,31689.1,,,,
2059,9/3/2016 10:00,24.738,30311.3,,,,
2060,9/3/2016 11:00,25.513,30311.3,,,,
2061,9/3/2016 12:00,25.222,27555.7,,,,
2062,9/3/2016 13:00,25.319,26178,,,,
2063,9/3/2016 14:00,25.61,26178,,,,
2064,9/3/2016 15:00,23.773,19289,,,,
2065,9/3/2016 16:00,22.429,13777.9,,,,
2066,9/3/2016 17:00,21.282,8611.2,,,,
2067,9/3/2016 18:00,19.758,3616.7,,,,
2068,9/3/2016 19:00,18.14,398.3,,,,
2069,9/3/2016 20:00,17.95,0,,,,
2070,9/3/2016 21:00,18.426,0,,,,
2071,9/3/2016 22:00,18.521,0,,,,
2072,9/3/2016 23:00,18.14,0,,,,
2073,9/4/2016 0:00,16.903,0,,,,
2074,9/4/2016 1:00,16.427,0,,,,
2075,9/4/2016 2:00,17.475,0,,,,
2076,9/4/2016 3:00,16.046,0,,,,
2077,9/4/2016 4:00,17.189,0,,,,
2078,9/4/2016 5:00,17.855,0,,,,
2079,9/4/2016 6:00,17.95,53.8,,,,
2080,9/4/2016 7:00,18.996,5166.7,,,,
2081,9/4/2016 8:00,24.545,77156.1,,,,
2082,9/4/2016 9:00,23.966,30311.3,,,,
2083,9/4/2016 10:00,23.004,27555.7,,,,
2084,9/4/2016 11:00,25.028,37200.2,,,,
2085,9/4/2016 12:00,25.125,37200.2,,,,
2086,9/4/2016 13:00,24.641,30311.3,,,,
2087,9/4/2016 14:00,23.388,24800.2,,,,
2088,9/4/2016 15:00,26.488,30311.3,,,,
2089,9/4/2016 16:00,26.781,26178,,,,
2090,9/4/2016 17:00,27.567,22044.6,,,,
2091,9/4/2016 18:00,24.351,12400.1,,,,
2092,9/4/2016 19:00,18.996,871.9,,,,
2093,9/4/2016 20:00,18.711,0,,,,
2094,9/4/2016 21:00,18.521,0,,,,
2095,9/4/2016 22:00,18.14,0,,,,
2096,9/4/2016 23:00,18.236,0,,,,
2097,9/5/2016 0:00,18.14,0,,,,
2098,9/5/2016 1:00,18.236,0,,,,
2099,9/5/2016 2:00,18.331,0,,,,
2100,9/5/2016 3:00,18.426,0,,,,
2101,9/5/2016 4:00,18.426,0,,,,
2102,9/5/2016 5:00,18.521,0,,,,
2103,9/5/2016 6:00,18.711,0,,,,
2104,9/5/2016 7:00,18.901,645.8,,,,
2105,9/5/2016 8:00,18.996,1980.6,,,,
2106,9/5/2016 9:00,19.662,7577.8,,,,
2107,9/5/2016 10:00,19.092,18600.1,,,,
2108,9/5/2016 11:00,19.758,19977.9,,,,
2109,9/5/2016 12:00,20.901,18600.1,,,,
2110,9/5/2016 13:00,17.76,947.2,,,,
2111,9/5/2016 14:00,17.57,1550,,,,
2112,9/5/2016 15:00,18.045,1033.3,,,,
2113,9/5/2016 16:00,18.426,581.3,,,,
2114,9/5/2016 17:00,18.711,505.9,,,,
2115,9/5/2016 18:00,18.806,1011.8,,,,
2116,9/5/2016 19:00,19.282,53.8,,,,
2117,9/5/2016 20:00,19.472,0,,,,
2118,9/5/2016 21:00,19.472,0,,,,
2119,9/5/2016 22:00,19.758,0,,,,
2120,9/5/2016 23:00,19.377,0,,,,
2121,9/6/2016 0:00,20.138,0,,,,
2122,9/6/2016 1:00,19.853,0,,,,
2123,9/6/2016 2:00,19.853,0,,,,
2124,9/6/2016 3:00,20.138,0,,,,
2125,9/6/2016 4:00,19.758,0,,,,
2126,9/6/2016 5:00,19.282,0,,,,
2127,9/6/2016 6:00,19.282,0,,,,
2128,9/6/2016 7:00,21.282,34444.7,,,,
2129,9/6/2016 8:00,24.738,77156.1,,,,
2130,9/6/2016 9:00,25.028,22044.6,,,,
2131,9/6/2016 10:00,27.764,28933.5,,,,
2132,9/6/2016 11:00,28.555,30311.3,,,,
2133,9/6/2016 12:00,29.252,31689.1,,,,
2134,9/6/2016 13:00,29.552,28933.5,,,,
2135,9/6/2016 14:00,29.752,16533.4,,,,
2136,9/6/2016 15:00,28.357,24800.2,,,,
2137,9/6/2016 16:00,33.535,27555.7,,,,
2138,9/6/2016 17:00,32.086,20666.8,,,,
2139,9/6/2016 18:00,29.152,11711.2,,,,
2140,9/6/2016 19:00,21.855,624.3,,,,
2141,9/6/2016 20:00,21.282,0,,,,
2142,9/6/2016 21:00,21.473,0,,,,
2143,9/6/2016 22:00,21.282,0,,,,
2144,9/6/2016 23:00,21.187,0,,,,
2145,9/7/2016 0:00,20.996,0,,,,
2146,9/7/2016 1:00,21.187,0,,,,
2147,9/7/2016 2:00,20.805,0,,,,
2148,9/7/2016 3:00,21.091,0,,,,
2149,9/7/2016 4:00,20.424,0,,,,
2150,9/7/2016 5:00,20.901,0,,,,
2151,9/7/2016 6:00,20.805,53.8,,,,
2152,9/7/2016 7:00,23.484,30311.3,,,,
2153,9/7/2016 8:00,27.764,74400.5,,,,
2154,9/7/2016 9:00,26.977,34444.7,,,,
2155,9/7/2016 10:00,27.862,27555.7,,,,
2156,9/7/2016 11:00,29.853,38578,,,,
2157,9/7/2016 12:00,29.053,23422.4,,,,
2158,9/7/2016 13:00,29.152,35822.5,,,,
2159,9/7/2016 14:00,29.853,33066.9,,,,
2160,9/7/2016 15:00,33.222,28933.5,,,,
2161,9/7/2016 16:00,34.058,30311.3,,,,
2162,9/7/2016 17:00,33.222,20666.8,,,,
2163,9/7/2016 18:00,29.953,12400.1,,,,
2164,9/7/2016 19:00,22.333,419.8,,,,
2165,9/7/2016 20:00,21.187,0,,,,
2166,9/7/2016 21:00,20.805,0,,,,
2167,9/7/2016 22:00,20.424,0,,,,
2168,9/7/2016 23:00,20.138,0,,,,
2169,9/8/2016 0:00,19.948,0,,,,
2170,9/8/2016 1:00,19.758,0,,,,
2171,9/8/2016 2:00,20.234,0,,,,
2172,9/8/2016 3:00,20.424,0,,,,
2173,9/8/2016 4:00,20.615,0,,,,
2174,9/8/2016 5:00,21.091,0,,,,
2175,9/8/2016 6:00,20.71,0,,,,
2176,9/8/2016 7:00,20.901,1550,,,,
2177,9/8/2016 8:00,21.664,3961.1,,,,
2178,9/8/2016 9:00,26,37200.2,,,,
2179,9/8/2016 10:00,25.125,22044.6,,,,
2180,9/8/2016 11:00,25.902,23422.4,,,,
2181,9/8/2016 12:00,22.621,13089,,,,
2182,9/8/2016 13:00,29.953,52355.9,,,,
2183,9/8/2016 14:00,27.37,23422.4,,,,
2184,9/8/2016 15:00,27.075,26178,,,,
2185,9/8/2016 16:00,22.525,10677.8,,,,
2186,9/8/2016 17:00,22.621,11022.3,,,,
2187,9/8/2016 18:00,24.641,9644.5,,,,
2188,9/8/2016 19:00,19.853,236.8,,,,
2189,9/8/2016 20:00,19.567,0,,,,
2190,9/8/2016 21:00,19.567,0,,,,
2191,9/8/2016 22:00,19.662,0,,,,
2192,9/8/2016 23:00,20.329,0,,,,
2193,9/9/2016 0:00,20.615,0,,,,
2194,9/9/2016 1:00,20.996,0,,,,
2195,9/9/2016 2:00,20.805,0,,,,
2196,9/9/2016 3:00,20.615,0,,,,
2197,9/9/2016 4:00,20.805,0,,,,
2198,9/9/2016 5:00,20.805,0,,,,
2199,9/9/2016 6:00,20.805,10.8,,,,
2200,9/9/2016 7:00,20.901,2497.2,,,,
2201,9/9/2016 8:00,21.569,5511.1,,,,
2202,9/9/2016 9:00,23.292,15844.5,,,,
2203,9/9/2016 10:00,26.977,42711.4,,,,
2204,9/9/2016 11:00,26.097,26178,,,,
2205,9/9/2016 12:00,29.853,52355.9,,,,
2206,9/9/2016 13:00,28.159,31689.1,,,,
2207,9/9/2016 14:00,29.652,33066.9,,,,
2208,9/9/2016 15:00,28.953,33066.9,,,,
2209,9/9/2016 16:00,32.394,31689.1,,,,
2210,9/9/2016 17:00,26.683,8266.7,,,,
2211,9/9/2016 18:00,28.853,14466.8,,,,
2212,9/9/2016 19:00,21.951,355.2,,,,
2213,9/9/2016 20:00,21.76,0,,,,
2214,9/9/2016 21:00,21.855,0,,,,
2215,9/9/2016 22:00,22.621,0,,,,
2216,9/9/2016 23:00,22.238,0,,,,
2217,9/10/2016 0:00,21.664,0,,,,
2218,9/10/2016 1:00,20.519,0,,,,
2219,9/10/2016 2:00,21.282,0,,,,
2220,9/10/2016 3:00,21.569,0,,,,
2221,9/10/2016 4:00,21.569,0,,,,
2222,9/10/2016 5:00,21.282,0,,,,
2223,9/10/2016 6:00,22.046,0,,,,
2224,9/10/2016 7:00,20.901,1463.9,,,,
2225,9/10/2016 8:00,21.569,1722.2,,,,
2226,9/10/2016 9:00,22.142,9644.5,,,,
2227,9/10/2016 10:00,26.488,37200.2,,,,
2228,9/10/2016 11:00,30.054,35822.5,,,,
2229,9/10/2016 12:00,30.255,34444.7,,,,
2230,9/10/2016 13:00,32.394,33066.9,,,,
2231,9/10/2016 14:00,33.43,39955.8,,,,
2232,9/10/2016 15:00,25.708,19977.9,,,,
2233,9/10/2016 16:00,23.773,14466.8,,,,
2234,9/10/2016 17:00,23.1,5166.7,,,,
2235,9/10/2016 18:00,22.142,2152.8,,,,
2236,9/10/2016 19:00,21.569,64.6,,,,
2237,9/10/2016 20:00,21.855,0,,,,
2238,9/10/2016 21:00,21.187,0,,,,
2239,9/10/2016 22:00,21.378,0,,,,
2240,9/10/2016 23:00,21.187,0,,,,
2241,9/11/2016 0:00,20.901,0,,,,
2242,9/11/2016 1:00,21.091,0,,,,
2243,9/11/2016 2:00,20.996,0,,,,
2244,9/11/2016 3:00,21.282,0,,,,
2245,9/11/2016 4:00,21.664,0,,,,
2246,9/11/2016 5:00,21.473,0,,,,
2247,9/11/2016 6:00,22.046,0,,,,
2248,9/11/2016 7:00,22.046,2583.4,,,,
2249,9/11/2016 8:00,22.908,11022.3,,,,
2250,9/11/2016 9:00,24.255,11022.3,,,,
2251,9/11/2016 10:00,26.879,33066.9,,,,
2252,9/11/2016 11:00,27.665,44089.2,,,,
2253,9/11/2016 12:00,24.641,15844.5,,,,
2254,9/11/2016 13:00,23.677,16533.4,,,,
2255,9/11/2016 14:00,22.908,8611.2,,,,
2256,9/11/2016 15:00,29.853,24800.2,,,,
2257,9/11/2016 16:00,35.328,31689.1,,,,
2258,9/11/2016 17:00,27.37,8266.7,,,,
2259,9/11/2016 18:00,23.869,6544.5,,,,
2260,9/11/2016 19:00,19.187,473.6,,,,
2261,9/11/2016 20:00,19.377,0,,,,
2262,9/11/2016 21:00,18.045,0,,,,
2263,9/11/2016 22:00,20.615,0,,,,
2264,9/11/2016 23:00,20.71,0,,,,
2265,9/12/2016 0:00,19.853,0,,,,
2266,9/12/2016 1:00,18.711,0,,,,
2267,9/12/2016 2:00,18.806,0,,,,
2268,9/12/2016 3:00,17.76,0,,,,
2269,9/12/2016 4:00,17.95,0,,,,
2270,9/12/2016 5:00,17.284,0,,,,
2271,9/12/2016 6:00,16.999,53.8,,,,
2272,9/12/2016 7:00,20.901,46844.8,,,,
2273,9/12/2016 8:00,25.708,88178.4,,,,
2274,9/12/2016 9:00,24.448,30311.3,,,,
2275,9/12/2016 10:00,23.966,24800.2,,,,
2276,9/12/2016 11:00,25.416,28933.5,,,,
2277,9/12/2016 12:00,25.805,28933.5,,,,
2278,9/12/2016 13:00,26.097,28933.5,,,,
2279,9/12/2016 14:00,27.37,28933.5,,,,
2280,9/12/2016 15:00,33.118,28933.5,,,,
2281,9/12/2016 16:00,30.76,26178,,,,
